20-24_TotalPopulation,20-24_TotalMalePopulation,20-24_TotalFemalePopulation,20-24_Graduates,20-24_MaleGraduates,20-24_FemaleGraduates,25-29_TotalPopulation,25-29_TotalMalePopulation,25-29_TotalFemalePopulation,25-29_Graduates,25-29_MaleGraduates,25-29_FemaleGraduates,30-34_TotalPopulation,30-34_TotalMalePopulation,30-34_TotalFemalePopulation,30-34_Graduates,30-34_MaleGraduates,30-34_FemaleGraduates,35-59_TotalPopulation,35-59_TotalMalePopulation,35-59_TotalFemalePopulation,35-59_Graduates,35-59_MaleGraduates,35-59_FemaleGraduates,60+_TotalPopulation,60+_TotalMalePopulation,60+_TotalFemalePopulation,60+_Graduates,60+_MaleGraduates,60+_FemaleGraduates,District,State,Year
312543,168691,143852,18030,10144,7886,264011,136497,127514,17638,10813,6825,240995,122779,118216,13596,8597,4999,709848,376522,333326,38540,26920,11620,215179,115276,99903,3918,3232,686,MORADABAD,UTTAR PRADESH,2001
438358,237371,200987,44351,23489,20862,331858,172271,159587,38925,22250,16675,294762,149578,145184,26058,15368,10690,941575,490928,450647,64112,41668,22444,277723,144135,133588,10245,7540,2705,MORADABAD,UTTAR PRADESH,2011
236941,124259,112682,11330,6770,4560,203187,107700,95487,9700,6330,3370,175131,89151,85980,8370,5980,2390,557124,295618,261506,18080,14780,3300,195691,116775,78916,1430,1280,150,MUZAFFARNAGAR,UTTAR PRADESH,1991
286888,155229,131659,23527,13086,10441,249979,130812,119167,20262,12883,7379,226935,113029,113906,13813,9046,4767,699232,369817,329415,37239,28065,9174,243704,132930,110774,3955,3493,462,MUZAFFARNAGAR,UTTAR PRADESH,2001
389963,208453,181510,44521,21498,23023,296132,156963,139169,40850,22657,18193,257483,129033,128450,27791,16400,11391,899818,466951,432867,63781,43438,20343,298603,155982,142621,10163,8401,1762,MUZAFFARNAGAR,UTTAR PRADESH,2011
133244,70989,62255,11340,6120,5220,123593,63827,59766,12294,7440,4854,107909,56609,51300,11030,7630,3400,309419,174058,135361,19023,14874,4149,87974,49067,38907,1360,1180,180,NAINITAL,UTTAR PRADESH,1991
98443,51343,47100,2580,1510,1070,96783,51351,45432,3230,2410,820,83808,43868,39940,2820,2050,770,262983,145388,117595,5110,4040,1070,76761,42360,34401,410,360,50,PILIBHIT,UTTAR PRADESH,1991
131971,70984,60987,5376,3490,1886,119771,62447,57324,5274,3617,1657,108636,55424,53212,3799,2629,1170,323802,175085,148717,10557,8083,2474,99327,52060,47267,840,711,129,PILIBHIT,UTTAR PRADESH,2001
182983,100416,82567,16229,9840,6389,149044,78261,70783,14000,9011,4989,134080,68201,65879,8950,6009,2941,428668,225253,203415,17996,13081,4915,143201,74448,68753,2694,2106,588,PILIBHIT,UTTAR PRADESH,2011
43993,20216,23777,1750,1100,650,42577,20179,22398,2450,1790,660,35686,17455,18231,2270,1840,430,129674,66034,63640,4551,4070,481,42771,22323,20448,250,230,20,PITHORAGARH,UTTAR PRADESH,1991
166191,74437,91754,6830,5840,990,146840,67289,79551,6487,5620,867,132088,59712,72376,5420,4880,540,464613,224999,239614,11270,10630,640,177838,97369,80469,940,910,30,PRATAPGARH,UTTAR PRADESH,1991
204108,94509,109599,13224,10124,3100,178999,81378,97621,13072,10571,2501,162320,72220,90100,8744,7305,1439,559508,271458,288050,23369,21088,2281,222237,116456,105781,2400,2277,123,PRATAPGARH,UTTAR PRADESH,2001
262655,131349,131306,37545,22180,15365,220848,104917,115931,32108,20564,11544,203114,93884,109230,20915,14889,6026,707584,343622,363962,43103,35332,7771,285126,145410,139716,7174,6414,760,PRATAPGARH,UTTAR PRADESH,2011
180603,87851,92752,5110,3570,1540,167043,83128,83915,6000,4190,1810,153968,76432,77536,5900,4570,1330,504371,262840,241531,10277,9020,1257,173782,93190,80592,770,660,110,RAE BARELI,UTTAR PRADESH,1991
222588,111771,110817,11737,7574,4163,195026,96047,98979,10953,7728,3225,185510,87917,97593,8542,6051,2491,612864,315695,297169,24525,20015,4510,217516,109855,107661,1878,1679,199,RAE BARELI,UTTAR PRADESH,2001
294180,157798,136382,34791,18851,15940,242768,123712,119056,30316,17639,12677,222547,108479,114068,19223,12145,7078,769240,395827,373413,42568,31990,10578,291379,144563,146816,5959,5140,819,RAE BARELI,UTTAR PRADESH,2011
123678,66949,56729,3900,2420,1480,108527,56287,52240,3800,2310,1490,96133,50877,45256,3500,2380,1120,285830,155309,130521,6750,5300,1450,95405,55271,40134,460,400,60,RAMPUR,UTTAR PRADESH,1991
149790,80841,68949,6177,3581,2596,132582,68432,64150,6361,3923,2438,124093,63034,61059,4984,3151,1833,360870,193907,166963,13888,9939,3949,103445,55117,48328,1184,959,225,RAMPUR,UTTAR PRADESH,2001
213599,117995,95604,16993,9467,7526,157709,82359,75350,14598,8439,6159,143690,72130,71560,9909,6018,3891,467799,243180,224619,21849,14495,7354,138588,72296,66292,3014,2289,725,RAMPUR,UTTAR PRADESH,2011
206722,108902,97820,10310,5840,4470,174420,91317,83103,10280,7020,3260,144808,74949,69859,7990,5660,2330,448490,243012,205478,18980,15310,3670,147322,86828,60494,1350,1280,70,SAHARANPUR,UTTAR PRADESH,1991
242969,132782,110187,19650,11148,8502,206315,108044,98271,17890,11375,6515,189037,94419,94618,13005,8448,4557,575772,307062,268710,35047,25584,9463,190511,103324,87187,3394,2837,557,SAHARANPUR,UTTAR PRADESH,2001
346128,186749,159379,38950,18814,20136,256890,136149,120741,36986,20251,16735,217659,109875,107784,25332,14855,10477,752228,390822,361406,57808,38845,18963,233711,121783,111928,9027,7154,1873,SAHARANPUR,UTTAR PRADESH,2011
102055,48416,53639,4246,3249,997,87570,40780,46790,4028,3285,743,81373,37277,44096,2711,2283,428,285302,142896,142406,8434,7801,633,110442,59627,50815,678,649,29,SANT KABIR NAGAR,UTTAR PRADESH,2001
138422,69436,68986,13589,7924,5665,118477,57448,61029,11846,7748,4098,106463,50045,56418,7661,5464,2197,347865,173326,174539,15444,12950,2494,148569,80757,67812,2732,2531,201,SANT KABIR NAGAR,UTTAR PRADESH,2011
115883,56937,58946,7581,6267,1314,93772,46081,47691,6629,5639,990,83249,39166,44083,4549,3900,649,248573,127528,121045,11427,10362,1065,91825,48875,42950,1270,1202,68,SANT RAVIDAS NAGAR,UTTAR PRADESH,2001
139249,70831,68418,16974,11200,5774,117481,56730,60751,15678,10873,4805,103167,48354,54813,9990,7548,2442,317716,157602,160114,18935,16137,2798,120780,62561,58219,3247,2997,250,SANT RAVIDAS NAGAR BHADOHI,UTTAR PRADESH,2011
167841,91263,76578,3670,2260,1410,153727,83206,70521,4537,2990,1547,134938,73520,61418,3770,2630,1140,424507,239431,185076,7590,6170,1420,124253,70069,54184,450,400,50,SHAHJAHANPUR,UTTAR PRADESH,1991
206504,111353,95151,7731,4744,2987,194587,104165,90422,8193,5429,2764,173940,91746,82194,6153,4217,1936,511741,282062,229679,16590,12802,3788,156141,83836,72305,1528,1313,215,SHAHJAHANPUR,UTTAR PRADESH,2001
252123,137914,114209,22012,12694,9318,217727,115185,102542,19607,11987,7620,196749,101453,95296,12951,8296,4655,619408,332445,286963,28437,20225,8212,204823,107923,96900,4227,3376,851,SHAHJAHANPUR,UTTAR PRADESH,2011
94021,47940,46081,1772,1449,323,90126,46836,43290,2302,1969,333,80034,40727,39307,1565,1384,181,248819,133015,115804,4152,3895,257,86837,47549,39288,276,266,10,SHRAWASTI,UTTAR PRADESH,2001
88622,46179,42443,3380,2243,1137,86253,44141,42112,3299,2390,909,76251,38866,37385,2320,1791,529,232039,123363,108676,4955,4312,643,80787,44199,36588,576,530,46,SHRAWASTI,UTTAR PRADESH,2011
120621,56692,63929,1510,1270,240,119868,58088,61780,2190,1950,240,113673,54975,58698,2030,1880,150,386417,208493,177924,4510,4290,220,129340,71120,58220,200,180,20,SIDDHARTHNAGAR,UTTAR PRADESH,1991
143185,67890,75295,4008,3010,998,132720,63238,69482,4011,3249,762,123354,57840,65514,2924,2457,467,426728,221016,205712,11170,10272,898,153923,84867,69056,865,833,32,SIDDHARTHNAGAR,UTTAR PRADESH,2001
195854,95507,100347,11985,7339,4646,175723,84427,91296,10764,7165,3599,151764,71947,79817,7333,5288,2045,499671,249487,250184,16997,14435,2562,212544,116939,95605,2954,2716,238,SIDDHARTHNAGAR,UTTAR PRADESH,2011
236914,126855,110059,6190,4130,2060,225460,120711,104749,6430,4720,1710,200519,106200,94319,5620,4550,1070,618136,341552,276584,10190,8700,1490,201422,114142,87280,1190,1090,100,SITAPUR,UTTAR PRADESH,1991
289860,153864,135996,10027,6237,3790,274714,145142,129572,11100,7808,3292,256953,131631,125322,9296,6894,2402,738309,400081,338228,22428,18349,4079,256845,135248,121597,2099,1845,254,SITAPUR,UTTAR PRADESH,2001
365104,199726,165378,29767,17056,12711,325320,170617,154703,26438,16324,10114,300981,152975,148006,17284,11196,6088,946731,504044,442687,40839,30617,10222,341593,176235,165358,6022,4888,1134,SITAPUR,UTTAR PRADESH,2011
86412,41938,44474,2670,1630,1040,86596,45303,41293,3520,2580,940,79317,41770,37547,3440,2840,600,223523,128627,94896,6450,5790,660,61180,34460,26720,330,240,90,SONBHADRA,UTTAR PRADESH,1991
114390,57094,57296,7714,5041,2673,109201,55588,53613,8044,5532,2512,102418,51078,51340,6101,4212,1889,307378,167729,139649,15289,12421,2868,87108,47220,39888,683,616,67,SONBHADRA,UTTAR PRADESH,2001
156577,81176,75401,17767,10227,7540,142316,72521,69795,17153,10901,6252,125082,62469,62613,11399,7777,3622,404030,212570,191460,24709,18676,6033,127668,68037,59631,1983,1729,254,SONBHADRA,UTTAR PRADESH,2011
199805,94964,104841,6990,5600,1390,173226,85750,87476,7510,6350,1160,163102,77629,85473,5842,5280,562,554467,287738,266729,12173,11123,1050,202990,112190,90800,820,690,130,SULTANPUR,UTTAR PRADESH,1991
247414,115453,131961,15356,10865,4491,214545,101451,113094,15360,11725,3635,197307,91186,106121,11005,8689,2316,661355,332719,328636,27610,24195,3415,256780,133361,123419,2378,2209,169,SULTANPUR,UTTAR PRADESH,2001
316021,156531,159490,41080,22309,18771,266495,129232,137263,36337,21924,14413,242916,113909,129007,24213,16261,7952,822618,411085,411533,51405,41222,10183,342852,175247,167605,7666,6775,891,SULTANPUR,UTTAR PRADESH,2011
48136,20575,27561,1981,1321,660,40795,18661,22134,2570,2020,550,33472,15290,18182,2140,1870,270,122083,58385,63698,3850,3570,280,46837,23072,23765,380,360,20,TEHRI GARHWAL,UTTAR PRADESH,1991
180022,94570,85452,7000,5010,1990,166844,85880,80964,7050,5440,1610,150054,76077,73977,5360,4300,1060,477253,255336,221917,10368,8980,1388,159545,87213,72332,870,770,100,UNNAO,UTTAR PRADESH,1991
208896,113942,94954,9540,5725,3815,191067,97881,93186,10333,7116,3217,188135,93006,95129,8697,6435,2262,575738,304087,271651,22400,18424,3976,202052,102652,99400,1962,1766,196,UNNAO,UTTAR PRADESH,2001
269249,152404,116845,28940,15518,13422,212027,111444,100583,22235,12759,9476,196611,97015,99596,14101,8451,5650,701192,365151,336041,36789,27427,9362,262510,132211,130299,5890,4906,984,UNNAO,UTTAR PRADESH,2011
21267,10634,10633,943,630,313,19259,9887,9372,1270,1000,270,15758,8020,7738,1220,990,230,52497,28147,24350,1600,1450,150,16827,8686,8141,50,30,20,UTTARKASHI,UTTAR PRADESH,1991
410791,206224,204567,27430,19320,8110,356368,182418,173950,26140,20253,5887,314250,160016,154234,20867,16336,4531,966531,516348,450183,48160,41000,7160,315801,175416,140385,5160,4710,450,VARANASI,UTTAR PRADESH,1991
271195,142219,128976,33682,21165,12517,225114,113415,111699,32662,21680,10982,202822,100284,102538,23632,16256,7376,643399,338817,304582,67723,51820,15903,213838,113325,100513,9804,8616,1188,VARANASI,UTTAR PRADESH,2001
346716,186901,159815,62818,33740,29078,286608,145860,140748,63644,35649,27995,252459,125106,127353,46392,27834,18558,843119,433898,409221,119189,82743,36446,292041,152246,139795,23264,19074,4190,VARANASI,UTTAR PRADESH,2011
52038,22527,29511,9646,4408,5238,41713,17646,24067,7767,3820,3947,37950,16806,21144,5689,3221,2468,155829,69712,86117,14383,9932,4451,76453,33591,42862,2257,1803,454,ALMORA,UTTARAKHAND,2011
21272,9294,11978,3359,1679,1680,18581,7954,10627,2430,1309,1121,16589,7444,9145,1817,1093,724,65472,29977,35495,3791,2956,835,30180,14211,15969,533,468,65,BAGESHWAR,UTTARAKHAND,2011
36521,16964,19557,7511,3428,4083,31576,14798,16778,7096,3610,3486,26701,13077,13624,5578,3351,2227,96412,47127,49285,10355,7986,2369,37942,17913,20029,801,715,86,CHAMOLI,UTTARAKHAND,2011
22473,11235,11238,4173,2198,1975,20093,9676,10417,3640,2022,1618,17166,8496,8670,2523,1558,965,62005,30462,31543,4896,3583,1313,23464,11373,12091,424,363,61,CHAMPAWAT,UTTARAKHAND,2011
175063,91310,83753,51327,24291,27036,155182,79238,75944,51558,23725,27833,132014,68397,63617,40967,20123,20844,442437,229530,212907,104584,59560,45024,147875,77429,70446,21323,14938,6385,DEHRADUN,UTTARAKHAND,2011
58033,25524,32509,12310,5052,7258,47270,20116,27154,11439,5082,6357,43999,19830,24169,9482,4905,4577,175410,80327,95083,22813,15415,7398,86219,38568,47651,3136,2701,435,GARHWAL,UTTARAKHAND,2011
193565,103878,89687,31806,15561,16245,153109,80861,72248,32408,16190,16218,128126,65736,62390,23903,12986,10917,417718,220495,197223,49444,30560,18884,135770,71876,63894,8987,6652,2335,HARDWAR,UTTARAKHAND,2011
94692,48516,46176,22216,10034,12182,81675,40627,41048,21918,10173,11745,70335,35823,34512,17665,9099,8566,242760,124438,118322,43938,27114,16824,77053,39285,37768,6691,5015,1676,NAINITAL,UTTARAKHAND,2011
41913,19430,22483,7202,3181,4021,36910,17133,19777,6464,3137,3327,32813,15593,17220,4988,2897,2091,124333,58796,65537,11117,7897,3220,52120,24379,27741,1265,1049,216,PITHORAGARH,UTTARAKHAND,2011
21601,9163,12438,3790,1832,1958,18308,7942,10366,3814,2015,1799,15629,7055,8574,2899,1918,981,57630,25808,31822,5281,4156,1125,26706,11998,14708,676,625,51,RUDRAPRAYAG,UTTARAKHAND,2011
53782,23593,30189,8391,3961,4430,45380,20172,25208,7588,4055,3533,39339,18048,21291,6496,3994,2502,145315,67826,77489,13572,10426,3146,64715,29144,35571,1241,1075,166,TEHRI GARHWAL,UTTARAKHAND,2011
168034,87566,80468,27486,13014,14472,134527,68188,66339,25592,13198,12394,115610,57961,57649,17834,10146,7688,375126,194736,180390,39066,25684,13382,113857,58092,55765,4381,3286,1095,UDHAM SINGH NAGAR,UTTARAKHAND,2011
31081,15614,15467,5410,2814,2596,25860,13012,12848,5108,2900,2208,22029,11161,10868,4011,2612,1399,76758,39002,37756,7770,6062,1708,28455,14038,14417,523,475,48,UTTARKASHI,UTTARAKHAND,2011
47389,19768,27621,3970,1948,2022,39124,15943,23181,4407,2548,1859,35244,15036,20208,3501,2284,1217,143857,63675,80182,9155,6992,2163,64043,29283,34760,793,677,116,ALMORA,UTTARANCHAL,2001
19041,7931,11110,840,432,408,16869,6836,10033,1166,793,373,14567,6292,8275,862,633,229,58344,26933,31411,2008,1732,276,23706,11527,12179,147,139,8,BAGESHWAR,UTTARANCHAL,2001
32098,14975,17123,3689,1815,1874,26546,12399,14147,4236,2660,1576,22706,11103,11603,2749,2090,659,80540,39574,40966,5238,4541,697,30482,14925,15557,299,279,20,CHAMOLI,UTTARANCHAL,2001
17491,8082,9409,1158,630,528,15710,6900,8810,1381,841,540,14013,6425,7588,1080,745,335,50293,24947,25346,2541,2082,459,16670,8234,8436,145,134,11,CHAMPAWAT,UTTARANCHAL,2001
125095,66942,58153,26580,12213,14367,106208,54398,51810,26585,12948,13637,91797,47385,44412,19815,10615,9200,312217,167723,144494,55339,34618,20721,91880,49020,42860,8579,6658,1921,DEHRADUN,UTTARANCHAL,2001
60749,27100,33649,7736,3527,4209,45431,19386,26045,7555,4113,3442,39445,17456,21989,5705,3668,2037,156752,70079,86673,13439,10490,2949,73234,33767,39467,1181,1094,87,GARHWAL,UTTARANCHAL,2001
129245,70964,58281,16710,8699,8011,108273,56683,51590,13904,7891,6013,94458,48064,46394,9104,5469,3635,299249,160457,138792,26398,17333,9065,94594,51351,43243,3224,2658,566,HARDWAR,UTTARANCHAL,2001
70537,37230,33307,11444,5209,6235,62104,31591,30513,12472,6527,5945,52792,27183,25609,9081,5450,3631,176098,93639,82459,22665,15744,6921,50555,26062,24493,2222,1891,331,NAINITAL,UTTARANCHAL,2001
37609,17353,20256,3323,1629,1694,33007,14486,18521,3901,2349,1552,28983,13409,15574,2858,2005,853,108028,51948,56080,6677,5339,1338,42083,20377,21706,418,380,38,PITHORAGARH,UTTARANCHAL,2001
19626,8265,11361,1920,1051,869,15491,6537,8954,2112,1440,672,13133,5860,7273,1370,1063,307,49250,22116,27134,2728,2447,281,20782,9771,11011,244,236,8,RUDRAPRAYAG,UTTARANCHAL,2001
51802,23515,28287,4746,2735,2011,42815,20034,22781,5604,3656,1948,37299,17825,19474,4316,3210,1106,129107,61332,67775,7863,6799,1064,52430,24589,27841,520,482,38,TEHRI GARHWAL,UTTARANCHAL,2001
106082,56756,49326,10669,5606,5063,91713,46366,45347,10343,6036,4307,83646,41549,42097,7613,4644,2969,255913,137705,118208,19855,14428,5427,72713,36930,35783,1168,977,191,UDHAM SINGH NAGAR,UTTARANCHAL,2001
25776,12819,12957,2471,1464,1007,22543,11248,11295,3079,2074,1005,19090,9733,9357,2232,1701,531,65193,34088,31105,4289,3697,592,21184,10879,10305,196,186,10,UTTARKASHI,UTTARANCHAL,2001
261889,132116,129773,10587,7667,2920,252208,128348,123860,11310,9100,2210,208496,110121,98375,8010,6610,1400,621007,321291,299716,19643,17843,1800,175621,81641,93980,1340,1280,60,BANKURA,WEST BENGAL,1991
277567,140897,136670,11749,7998,3751,285766,142526,143240,16129,12026,4103,253473,129659,123814,13409,10694,2715,796874,414971,381903,33507,29185,4322,231724,104156,127568,3640,3435,205,BANKURA,WEST BENGAL,2001
325766,166383,159383,22680,14426,8254,307455,155697,151758,23484,16002,7482,275893,138457,137436,18205,12922,5283,1042879,542090,500789,52451,42489,9962,333826,154338,179488,11253,10358,895,BANKURA,WEST BENGAL,2011
576073,299755,276318,37310,24480,12830,550387,282285,268102,37861,26513,11348,455990,243315,212675,29810,21520,8290,1387981,773194,614787,79506,65700,13806,311520,154890,156630,5890,5500,390,BARDDHAMAN,WEST BENGAL,1991
630977,326039,304938,45689,28206,17483,614862,308942,305920,56503,36645,19858,552709,285575,267134,47068,33027,14041,1789170,965963,823207,132745,103411,29334,447852,215410,232442,15664,13970,1694,BARDDHAMAN,WEST BENGAL,2001
747485,378406,369079,70189,39322,30867,694843,353766,341077,77967,46531,31436,615277,312098,303179,63960,40301,23659,2317488,1216131,1101357,195623,141036,54587,625691,307008,318683,39835,33667,6168,BARDDHAMAN,WEST BENGAL,2011
230943,110893,120050,9606,7446,2160,238268,118800,119468,9620,7670,1950,199339,104704,94635,7263,6060,1203,544506,288753,255753,18810,16850,1960,125891,63960,61931,1510,1410,100,BIRBHUM,WEST BENGAL,1991
258272,127377,130895,10824,7439,3385,263111,128341,134770,14369,10533,3836,239873,121531,118342,12337,9630,2707,724170,382707,341463,33240,28326,4914,164596,76739,87857,3900,3555,345,BIRBHUM,WEST BENGAL,2001
330649,166434,164215,18074,11433,6641,299253,151632,147621,19207,12804,6403,258200,130578,127622,16466,11569,4897,976448,505146,471302,51364,41071,10293,256874,122767,134107,11206,9966,1240,BIRBHUM,WEST BENGAL,2011
439452,246520,192932,72480,41570,30910,435965,238502,197463,83353,48770,34583,389518,215600,173918,79778,46520,33258,1271041,758922,512119,241730,172491,69239,322918,178664,144254,43620,38350,5270,CALCUTTA,WEST BENGAL,1991
122263,57318,64945,4058,2593,1465,134476,63919,70557,5604,3722,1882,119461,61498,57963,4935,3595,1340,361014,191946,169068,11569,9039,2530,96595,47021,49574,1277,1141,136,DAKSHIN DINAJPUR,WEST BENGAL,2001
154886,78486,76400,10378,6399,3979,139305,70029,69276,10684,6737,3947,119348,58537,60811,7248,4732,2516,484076,250995,233081,20393,14738,5655,133981,67050,66931,3881,3205,676,DAKSHIN DINAJPUR,WEST BENGAL,2011
126633,63285,63348,7860,4940,2920,122247,60349,61898,8550,5250,3300,100245,52842,47403,6350,4160,2190,282550,157764,124786,13560,10750,2810,69877,39898,29979,990,870,120,DARJILING,WEST BENGAL,1991
153814,75074,78740,10136,5392,4744,144645,70057,74588,14432,8144,6288,125920,64470,61450,12865,8049,4816,395444,212949,182495,30579,21712,8867,105976,57131,48845,3452,2812,640,DARJILING,WEST BENGAL,2001
184729,90723,94006,17773,8731,9042,176830,86600,90230,24427,12119,12308,149366,73972,75394,17980,9530,8450,522561,267847,254714,49850,32079,17771,141340,74218,67122,7958,6020,1938,DARJILING,WEST BENGAL,2011
361670,194609,167061,23800,14460,9340,331508,172430,159078,25600,16100,9500,277797,153626,124171,21341,14331,7010,847794,483871,363923,54947,44927,10020,237997,122666,115331,6110,5740,370,HAORA,WEST BENGAL,1991
408496,215048,193448,28878,16389,12489,386183,198731,187452,38499,23052,15447,338297,179225,159072,32646,21297,11349,1103813,613486,490327,96579,70912,25667,326901,161529,165372,14783,12829,1954,HAORA,WEST BENGAL,2001
469745,235349,234396,43830,22168,21662,438546,219710,218836,51615,27501,24114,399263,205505,193758,44110,25110,19000,1430010,763377,666633,139897,93044,46853,427135,215395,211740,32836,26177,6659,HAORA,WEST BENGAL,2011
423834,216629,207205,29320,18740,10580,399888,203174,196714,31410,20600,10810,334141,181382,152759,27470,18800,8670,1002854,557850,445004,72446,58466,13980,280879,136183,144696,7780,7080,700,HUGLI,WEST BENGAL,1991
452536,226104,226432,33706,19393,14313,456250,226340,229910,45793,28024,17769,416923,213397,203526,40740,26804,13936,1362075,737532,624543,126976,92540,34436,402191,192898,209293,19552,16953,2599,HUGLI,WEST BENGAL,2001
